left_eye,forehead,right_eye,nose_bridge,left_cheek,right_cheek,nose,mouth
0.78,0.6,0.51,0.22,0.31,0.07,0.42,0.65
0.76,0.5,0.45,0.22,0.44,0.12,0.67,0.5
0.59,0.9,0.33,0.17,0.17,0.0,0.92,0.7
0.61,0.7,0.41,0.28,0.39,0.02,0.92,0.9
0.59,0.9,0.31,0.17,0.67,0.21,1.0,0.35
0.69,0.8,0.45,0.11,0.53,0.14,1.0,0.7
0.63,0.6,0.37,0.28,0.64,0.29,1.0,0.45
0.82,0.3,0.61,0.0,0.58,0.1,0.75,0.85
0.8,0.2,0.63,0.22,0.89,0.33,0.75,0.75
0.78,0.1,0.61,0.06,0.78,0.24,0.67,0.8
0.82,0.5,0.67,0.06,0.75,0.07,0.67,0.8
0.84,0.6,0.57,0.11,0.69,0.07,0.42,0.45
0.82,0.7,0.78,0.06,0.89,0.5,0.83,0.8
0.82,0.2,0.63,0.22,0.92,0.57,0.92,0.7
0.86,0.2,0.59,0.22,0.92,0.6,0.83,0.65
0.84,0.3,0.57,0.06,0.69,0.4,0.83,0.7
0.73,0.7,0.49,0.11,0.75,0.55,0.75,0.2
0.82,0.2,0.63,0.11,0.69,0.1,0.58,0.9
0.76,0.3,0.59,0.11,0.69,0.12,0.42,0.85
0.8,0.2,0.57,0.11,0.69,0.07,0.58,0.9
0.84,0.2,0.53,0.0,0.5,0.36,0.92,0.85
0.82,0.2,0.55,0.0,0.61,0.45,0.75,0.75
0.82,0.2,0.61,0.11,0.61,0.45,0.75,0.75
0.76,0.2,0.53,0.11,0.5,0.12,0.92,0.65
0.78,0.1,0.69,0.22,0.72,0.5,0.92,0.9
0.71,0.3,0.53,0.11,0.72,0.6,0.75,0.55
0.76,0.1,0.69,0.22,0.81,0.71,1.0,0.75
0.88,0.3,0.37,0.17,0.39,0.02,0.75,0.65
0.92,0.3,0.57,0.28,0.58,0.05,0.75,0.8
0.82,0.4,0.51,0.28,0.58,0.02,0.58,0.4
0.9,0.3,0.65,0.11,0.53,0.05,0.83,0.75
0.94,0.4,0.67,0.22,0.64,0.02,0.75,0.8
0.92,0.5,0.65,0.17,0.64,0.05,0.75,1.0
0.8,0.7,0.51,0.22,0.78,0.1,0.75,0.8
0.73,0.2,0.57,0.17,0.58,0.43,0.83,0.6
0.86,0.1,0.73,0.06,0.56,0.5,0.92,0.8
0.67,0.5,0.57,0.17,0.72,0.45,0.92,0.45
0.78,0.8,0.57,0.17,0.31,0.0,0.25,0.9
0.71,0.7,0.57,0.17,0.56,0.02,0.17,0.3
0.76,0.9,0.65,0.28,0.69,0.26,0.17,0.5
0.57,0.1,0.67,0.0,0.19,0.36,0.42,0.15
0.47,0.1,0.69,0.11,0.22,0.31,0.33,0.1
0.53,0.1,0.8,0.0,0.0,0.31,0.5,0.65
0.47,0.1,0.8,0.0,0.0,0.31,0.33,0.6
0.24,0.3,0.69,0.5,0.0,0.6,0.33,0.35
0.27,0.2,0.82,0.22,0.0,0.6,0.42,0.55
0.37,0.2,0.78,0.5,0.0,0.67,0.42,0.4
0.16,0.3,0.63,0.44,0.0,0.21,0.42,0.7
0.37,0.2,0.53,0.06,0.11,0.4,0.33,0.35
0.37,0.2,0.63,0.06,0.06,0.71,0.33,0.35
0.41,0.0,0.67,0.06,0.03,0.69,0.42,0.35
0.2,0.1,0.53,0.5,0.0,0.62,0.33,0.75
0.16,0.1,0.73,0.5,0.0,0.74,0.42,0.8
0.12,0.2,0.45,0.56,0.08,0.52,0.33,0.55
0.14,0.1,0.71,0.56,0.08,0.64,0.42,0.35
0.35,0.3,0.47,0.33,0.17,0.24,0.08,0.6
0.22,0.1,0.47,0.28,0.08,0.19,0.25,0.3
0.37,0.0,0.63,0.28,0.03,0.21,0.25,0.35
0.2,0.2,0.43,0.17,0.03,0.19,0.08,0.1
0.22,0.0,0.57,0.17,0.0,0.14,0.0,0.35
0.22,0.2,0.43,0.17,0.0,0.1,0.0,0.55
0.47,0.4,0.76,0.56,0.17,0.5,0.42,0.95
0.49,0.3,0.86,0.56,0.25,0.67,0.67,0.75
0.53,0.0,0.96,0.22,0.19,0.64,0.5,0.95
0.43,0.2,0.78,0.44,0.08,0.55,0.58,0.95
0.84,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.67,0.6,0.67,0.22,0.06,0.33,1.0,0.7
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75
1.0,1.0,1.0,1.0,0.97,1.0,0.58,1.0
0.31,0.1,0.76,0.11,0.0,0.33,0.0,0.8
0.22,0.0,0.8,0.11,0.0,0.48,0.0,0.65
0.24,0.0,0.84,0.17,0.0,0.38,0.0,0.65
0.27,0.1,0.65,0.17,0.19,0.4,0.17,0.5
0.24,0.1,0.67,0.17,0.14,0.45,0.25,0.45
0.43,0.3,0.86,0.33,0.0,0.5,0.42,0.65
0.47,0.2,0.92,0.44,0.0,0.71,0.42,0.45
0.35,0.4,0.76,0.39,0.0,0.6,0.33,0.45
0.43,0.1,0.78,0.67,0.0,0.5,0.58,0.45
0.37,0.1,0.76,0.72,0.0,0.52,0.58,0.4
0.24,0.3,0.82,0.5,0.06,0.62,0.42,0.35
0.22,0.2,0.8,0.67,0.03,0.69,0.42,0.4
0.18,0.1,0.8,0.44,0.08,0.69,0.5,0.65
0.22,0.2,0.9,0.67,0.03,0.6,0.58,0.35
0.29,0.2,0.86,0.44,0.28,0.67,0.42,0.3
0.71,0.2,0.86,0.06,0.06,0.5,0.92,0.95
0.59,0.3,0.73,0.06,0.08,0.45,0.92,0.8
0.76,0.2,0.92,0.22,0.14,0.74,1.0,0.8
0.45,0.4,0.63,0.22,0.22,0.57,0.75,0.5
0.55,0.4,0.71,0.33,0.17,0.74,0.83,0.5
0.67,0.2,0.86,0.22,0.17,0.69,1.0,0.5
0.45,0.5,0.63,0.28,0.22,0.69,0.58,0.5
0.47,0.1,0.84,0.06,0.08,0.4,0.83,0.9
0.53,0.2,0.92,0.11,0.11,0.57,1.0,0.85
0.59,0.2,0.78,0.0,0.28,0.57,0.75,0.45
0.59,0.4,0.76,0.0,0.36,0.69,1.0,0.55
0.59,0.2,0.82,0.0,0.31,0.64,1.0,0.4
0.71,0.6,0.73,0.22,0.67,0.43,0.67,0.85
0.71,0.1,0.63,0.33,0.64,0.4,0.67,0.65
0.76,0.0,0.69,0.39,0.58,0.31,0.75,0.8
0.67,0.2,0.63,0.28,0.69,0.43,0.75,0.75
0.73,0.2,0.71,0.28,0.28,0.07,0.17,0.85
0.78,0.4,0.71,0.22,0.28,0.0,0.42,0.7
0.73,0.3,0.73,0.28,0.22,0.0,0.5,0.9
0.39,0.0,0.37,0.22,0.0,0.21,0.0,0.6
0.43,0.0,0.53,0.28,0.0,0.14,0.08,0.7
0.37,0.0,0.47,0.17,0.0,0.33,0.0,0.45
0.41,0.1,0.43,0.39,0.06,0.12,0.08,0.85
0.29,0.0,0.35,0.17,0.06,0.21,0.17,0.25
0.43,0.1,0.63,0.17,0.17,0.19,0.33,0.4
0.35,0.0,0.53,0.22,0.06,0.29,0.17,0.2
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,0.97,1.0,1.0,0.75
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.61,0.2,1.0,0.5,0.31,0.81,0.58,0.7
0.84,0.8,1.0,1.0,1.0,1.0,1.0,1.0
0.67,0.4,1.0,0.56,0.69,0.95,0.92,1.0
0.73,0.4,1.0,0.5,0.53,0.93,0.75,0.7
0.73,0.4,1.0,0.5,0.53,0.93,0.75,0.7
0.35,0.5,0.71,0.56,0.25,0.6,0.75,0.35
0.76,0.7,0.94,0.61,0.53,1.0,1.0,0.85
0.63,0.7,0.73,0.67,0.61,0.62,1.0,0.3
0.76,0.5,0.96,1.0,0.64,0.76,1.0,0.5
0.67,0.7,0.88,0.94,0.58,0.79,0.83,0.25
0.8,0.2,0.86,0.11,0.28,0.43,0.67,0.65
0.69,0.4,0.71,0.22,0.42,0.57,0.83,0.5
0.76,0.2,0.9,0.11,0.31,0.55,0.67,0.6
0.8,0.4,0.86,0.11,0.22,0.31,0.67,0.7
0.78,0.1,0.96,0.11,0.14,0.36,0.58,0.7
0.61,0.3,0.69,0.06,0.06,0.38,0.33,0.65
0.63,0.4,0.61,0.33,0.25,0.52,0.5,0.5
0.51,0.8,0.71,0.17,0.14,0.43,1.0,0.25
0.51,0.4,0.73,0.22,0.14,0.21,0.75,0.2
0.51,0.0,0.84,0.22,0.06,0.14,1.0,0.4
0.57,0.5,0.8,0.17,0.31,0.55,0.92,0.1
0.39,0.3,0.73,0.22,0.22,0.31,0.67,0.2
0.43,0.4,0.76,0.33,0.25,0.24,0.67,0.25
0.43,0.1,0.63,0.22,0.0,0.05,0.0,0.4
0.45,0.1,0.65,0.33,0.0,0.07,0.0,0.2
0.39,0.0,0.71,0.28,0.06,0.29,0.42,0.3
0.35,0.0,0.76,0.33,0.0,0.48,0.33,0.05
0.49,0.1,0.63,0.44,0.28,0.69,0.58,0.5
0.53,0.0,0.8,0.44,0.28,0.71,0.75,0.45
0.59,0.2,0.53,0.06,0.03,0.48,0.5,0.4
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.33,0.4,0.69,0.22,0.03,0.52,0.0,0.8
0.37,0.2,0.73,0.33,0.0,0.64,0.17,0.7
0.33,0.5,0.73,0.33,0.0,0.64,0.25,0.75
0.43,0.0,0.84,0.17,0.03,0.45,0.25,0.9
0.8,1.0,0.88,1.0,1.0,1.0,1.0,0.75
0.86,1.0,0.92,1.0,1.0,1.0,1.0,0.85
0.76,0.2,0.59,0.22,0.33,0.0,0.08,0.8
0.71,0.1,0.61,0.17,0.25,0.0,0.0,0.55
0.69,0.1,0.43,0.22,0.69,0.26,0.58,0.35
0.67,0.2,0.37,0.22,0.81,0.33,0.5,0.3
0.73,0.2,0.47,0.22,0.67,0.4,0.67,0.45
0.8,0.2,0.51,0.17,0.78,0.26,0.67,0.35
0.73,0.2,0.63,0.22,0.44,0.43,1.0,0.75
0.69,0.5,0.63,0.17,0.39,0.31,1.0,0.65
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.8,0.6,0.65,0.33,0.72,0.74,1.0,0.55
0.8,0.6,0.65,0.33,0.72,0.74,1.0,0.55
0.78,0.2,0.69,0.33,0.67,0.55,1.0,0.4
0.71,0.7,0.63,0.22,0.72,0.64,1.0,0.35
0.39,0.0,0.84,0.33,0.0,0.21,0.08,0.5
0.47,0.2,0.84,0.39,0.0,0.17,0.42,0.75
0.37,0.0,0.8,0.56,0.0,0.4,0.17,0.3
0.43,0.0,0.82,0.5,0.0,0.38,0.08,0.45
0.45,0.1,0.71,0.39,0.06,0.4,0.08,0.2
0.41,0.1,0.71,0.5,0.06,0.5,0.17,0.25
0.37,0.1,0.69,0.61,0.0,0.45,0.25,0.3
0.47,0.1,0.8,0.56,0.03,0.33,0.33,0.35
0.2,0.2,0.59,0.17,0.42,0.4,0.58,0.6
0.33,0.1,0.59,0.17,0.25,0.26,0.33,0.5
0.24,0.0,0.61,0.17,0.08,0.17,0.17,0.4
0.22,0.1,0.61,0.22,0.06,0.14,0.25,0.35
0.37,0.2,0.69,0.17,0.11,0.36,0.67,0.5
0.47,0.0,0.73,0.17,0.0,0.24,0.17,0.35
0.47,0.1,0.82,0.17,0.06,0.33,0.42,0.4
0.45,0.0,0.8,0.28,0.0,0.26,0.42,0.4
0.45,0.0,0.73,0.33,0.0,0.29,0.17,0.4
0.47,0.1,0.59,0.17,0.0,0.31,0.08,0.35
0.51,0.0,0.73,0.17,0.0,0.26,0.17,0.65
0.41,0.0,0.71,0.06,0.0,0.31,0.17,0.65
0.47,0.1,0.69,0.06,0.0,0.26,0.25,0.9
0.55,0.1,0.82,0.17,0.0,0.4,0.58,0.7
0.43,0.1,0.71,0.06,0.17,0.48,0.58,0.6
0.43,0.0,0.67,0.06,0.11,0.6,0.58,0.6
0.57,0.4,0.78,0.22,0.06,0.24,0.67,0.8
0.51,0.2,0.88,0.28,0.06,0.36,0.58,0.6
0.49,0.4,0.73,0.11,0.03,0.29,0.42,0.55
0.43,0.2,0.76,0.22,0.08,0.24,0.67,0.4
0.55,0.5,0.73,0.39,0.0,0.38,0.5,0.95
0.55,0.4,0.69,0.39,0.0,0.45,0.25,0.65
0.59,0.4,0.73,0.39,0.0,0.38,0.58,0.9
0.41,0.4,0.59,0.44,0.0,0.52,0.42,0.65
0.37,0.4,0.63,0.06,0.11,0.62,0.5,0.4
0.55,0.3,0.73,0.11,0.06,0.55,0.5,0.4
0.41,0.4,0.63,0.06,0.11,0.48,0.42,0.4
0.57,0.4,0.76,0.17,0.0,0.33,0.42,0.6
0.51,0.6,0.67,0.56,0.0,0.4,0.33,0.6
0.45,0.4,0.71,0.5,0.0,0.57,0.33,0.5
0.53,0.4,0.59,0.17,0.03,0.4,0.58,0.4
0.45,0.6,0.53,0.22,0.0,0.4,0.58,0.4
0.51,0.4,0.55,0.39,0.08,0.52,0.58,0.15
0.49,0.1,0.69,0.22,0.03,0.48,0.75,0.35
0.51,0.6,0.61,0.17,0.0,0.31,0.25,0.6
0.53,0.3,0.71,0.28,0.0,0.6,0.33,0.45
0.43,0.5,0.65,0.06,0.0,0.24,0.33,0.7
0.47,0.5,0.61,0.22,0.14,0.69,0.42,0.3
0.55,0.4,0.88,0.39,0.14,0.74,0.42,0.45
0.65,0.5,0.96,0.06,0.0,0.79,0.5,0.6
0.69,0.4,1.0,0.0,0.0,0.79,0.42,0.65
0.61,0.5,0.88,0.06,0.0,0.76,0.5,0.45
0.63,0.4,0.94,0.11,0.0,0.74,0.5,0.4
0.27,0.4,0.76,0.22,0.22,0.45,1.0,0.7
0.31,0.6,0.84,0.44,0.19,0.64,1.0,0.7
0.37,0.7,0.86,0.67,0.19,0.52,1.0,0.75
0.39,0.6,0.76,0.44,0.25,0.5,1.0,0.65
0.27,0.4,0.82,0.44,0.19,0.57,1.0,0.6
0.29,0.4,0.71,0.61,0.25,0.6,0.83,0.65
0.47,0.2,0.69,0.61,0.19,0.45,0.5,0.55
0.41,0.2,0.71,0.39,0.0,0.26,0.17,0.75
0.37,0.3,0.55,0.06,0.0,0.62,0.33,0.6
0.43,0.3,0.8,0.17,0.0,0.74,0.33,0.4
0.45,0.3,0.67,0.0,0.0,0.52,0.33,0.4
0.45,0.4,0.67,0.0,0.0,0.52,0.33,0.3
0.35,0.2,0.9,0.06,0.06,0.81,0.33,0.4
0.35,0.0,0.88,0.06,0.08,0.79,0.33,0.45
0.37,0.2,0.82,0.33,0.03,0.86,0.42,0.35
0.51,0.6,0.71,0.22,0.0,0.33,0.17,0.7
0.41,0.5,0.63,0.56,0.0,0.43,0.0,0.4
0.49,0.6,0.57,0.28,0.03,0.52,0.25,0.3
0.35,0.5,0.45,0.22,0.08,0.64,0.25,0.3
0.49,0.5,0.63,0.22,0.08,0.67,0.25,0.4
0.35,0.1,0.59,0.67,0.03,0.43,0.08,0.6
0.24,0.3,0.43,0.72,0.03,0.21,0.08,0.7
0.35,0.3,0.53,0.56,0.0,0.48,0.25,0.85
0.27,0.3,0.55,0.56,0.0,0.5,0.08,0.75
0.37,0.0,0.8,0.33,0.0,0.52,0.5,0.65
0.37,0.2,0.69,0.39,0.0,0.62,0.42,0.45
0.41,0.2,0.76,0.22,0.0,0.29,0.33,0.65
0.45,0.1,0.84,0.17,0.0,0.31,0.5,0.75
0.39,0.0,0.78,0.39,0.0,0.55,0.33,0.75
0.45,0.1,0.9,0.56,0.0,0.07,0.17,0.65
0.43,0.0,0.88,0.5,0.0,0.17,0.25,0.25
0.53,0.0,0.96,0.44,0.0,0.14,0.25,0.6
0.39,0.1,0.78,0.11,0.0,0.31,0.25,0.5
0.33,0.1,0.76,0.11,0.0,0.33,0.42,0.35
0.45,0.0,0.86,0.22,0.0,0.33,0.42,0.3
0.35,0.2,0.88,0.11,0.0,0.36,0.33,0.35
0.33,0.1,0.98,0.28,0.0,0.69,0.42,0.4
0.35,0.2,1.0,0.39,0.0,0.6,0.33,0.65
0.37,0.3,0.98,0.44,0.0,0.67,0.33,0.75
0.31,0.1,1.0,0.39,0.0,0.71,0.33,0.5
0.33,0.2,0.96,0.0,0.25,0.98,0.67,0.3
0.37,0.2,0.96,0.06,0.28,0.98,0.58,0.25
0.71,0.7,0.98,0.28,0.67,1.0,0.75,0.1
0.1,0.7,0.88,0.89,0.19,0.9,0.92,0.95
0.2,0.4,0.88,0.56,0.03,0.69,0.5,0.85
0.08,0.4,0.82,0.72,0.36,0.88,0.67,0.85
0.9,0.3,0.73,0.11,0.56,0.0,0.17,0.5
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.82,0.2,0.51,0.17,0.11,0.0,0.0,0.55
0.98,0.6,0.73,0.22,0.67,0.29,0.08,0.7
0.41,0.2,0.43,0.17,0.36,0.07,0.0,0.75
0.29,0.1,0.24,0.17,0.17,0.14,0.0,0.35
0.49,0.3,0.51,0.11,0.19,0.07,0.42,0.6
0.45,0.1,0.43,0.22,0.06,0.0,0.08,0.7
0.51,0.1,0.43,0.11,0.06,0.0,0.08,0.65
0.57,0.2,0.51,0.11,0.08,0.0,0.42,0.6
0.55,0.2,0.39,0.11,0.06,0.0,0.17,0.65
0.49,0.1,0.41,0.11,0.11,0.0,0.17,0.8
0.73,0.4,0.61,0.11,0.64,0.12,0.75,0.4
0.61,0.6,0.53,0.22,0.72,0.07,0.75,0.4
0.78,0.2,0.71,0.11,0.5,0.24,0.58,0.35
0.71,0.4,0.59,0.11,0.06,0.0,0.42,0.7
0.84,0.2,0.73,0.11,0.03,0.14,0.67,0.7
0.73,0.3,0.65,0.11,0.06,0.14,0.25,0.65
0.76,0.7,0.57,0.11,0.75,0.36,0.58,0.95
0.96,0.5,0.8,0.22,0.69,0.43,1.0,1.0
0.84,0.8,0.57,0.22,0.67,0.05,0.75,1.0
0.84,0.8,0.65,0.5,0.72,0.12,0.83,1.0
1.0,0.7,0.84,0.39,0.86,0.36,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.39,0.2,0.39,0.11,0.0,0.0,0.08,0.55
0.47,0.4,0.47,0.0,0.0,0.0,0.0,0.35
0.37,0.3,0.57,0.11,0.0,0.0,0.08,0.7
0.45,0.2,0.63,0.06,0.0,0.0,0.0,0.45
0.51,0.6,0.22,0.28,0.58,0.05,0.58,0.65
0.69,0.7,0.49,0.33,0.78,0.36,0.92,0.8
0.47,0.8,0.24,0.33,0.64,0.38,0.75,0.85
0.61,0.8,0.35,0.33,0.58,0.33,0.75,0.8
0.47,0.4,0.61,0.17,0.33,0.57,0.17,1.0
0.53,0.0,0.73,0.11,0.14,0.38,0.25,0.85
0.67,0.8,0.71,0.28,0.75,0.83,1.0,1.0
0.98,0.3,0.59,0.11,0.42,0.05,0.75,0.7
0.98,0.3,0.67,0.11,0.53,0.07,0.92,0.65
0.94,0.4,0.55,0.11,0.64,0.14,0.83,0.7
1.0,0.3,0.76,0.0,0.64,0.14,1.0,0.95
0.96,0.2,0.61,0.11,0.67,0.17,1.0,0.75
0.9,0.6,0.67,0.28,1.0,0.0,0.42,0.8
0.82,0.1,0.55,0.39,0.97,0.05,0.58,0.8
0.9,0.6,0.67,0.28,1.0,0.0,0.42,0.8
0.88,0.6,0.59,0.33,0.89,0.07,0.58,0.7
0.86,0.4,0.63,0.33,0.89,0.14,0.75,0.65
0.82,0.2,0.61,0.39,0.94,0.14,0.5,0.7
0.82,0.1,0.57,0.11,0.58,0.0,0.42,0.6
0.8,0.4,0.53,0.22,0.53,0.0,0.25,0.55
0.82,0.1,0.49,0.11,0.61,0.0,0.33,0.5
0.76,0.1,0.33,0.11,0.72,0.4,0.58,0.4
0.76,0.1,0.31,0.11,0.72,0.36,0.5,0.3
0.76,0.0,0.41,0.11,0.75,0.21,0.58,0.35
0.78,0.6,0.63,0.11,0.75,0.21,1.0,0.5
0.86,0.2,0.69,0.0,0.61,0.12,1.0,0.45
0.71,0.4,0.39,0.17,0.83,0.24,0.92,0.65
0.82,0.5,0.63,0.0,0.56,0.02,0.92,0.75
0.86,0.4,0.59,0.06,0.61,0.02,0.92,0.7
0.8,0.4,0.59,0.06,0.64,0.17,0.33,0.5
0.73,0.2,0.47,0.11,0.47,0.17,0.58,0.25
0.8,0.0,0.59,0.06,0.53,0.07,0.33,0.45
0.82,0.2,0.59,0.06,0.58,0.02,0.33,0.6
0.88,0.2,0.53,0.11,0.61,0.02,0.42,0.8
0.84,0.2,0.51,0.11,0.58,0.02,0.33,0.55
0.78,0.3,0.47,0.22,0.75,0.02,0.67,0.6
0.78,0.3,0.49,0.11,0.78,0.02,0.83,0.85
0.82,0.6,0.59,0.22,0.78,0.05,0.83,0.85
0.76,0.3,0.47,0.17,0.69,0.1,0.83,0.7
0.73,0.4,0.53,0.11,0.72,0.07,0.75,0.75
0.73,0.2,0.49,0.11,0.42,0.0,0.08,0.7
0.71,0.1,0.31,0.06,0.31,0.0,0.08,0.6
0.67,0.2,0.47,0.06,0.69,0.02,0.5,0.3
0.8,0.1,0.31,0.0,0.44,0.02,0.33,0.3
0.35,0.0,0.51,0.22,0.0,0.05,0.0,0.55
0.45,0.0,0.59,0.11,0.0,0.0,0.0,0.6
0.57,0.1,0.31,0.22,0.28,0.0,0.25,0.85
0.61,0.2,0.43,0.22,0.42,0.0,0.17,0.85
0.41,0.0,0.53,0.17,0.0,0.0,0.0,0.55
0.22,0.0,0.39,0.22,0.06,0.05,0.5,0.3
0.43,0.0,0.59,0.22,0.03,0.02,0.0,0.6
0.67,0.2,0.41,0.22,0.58,0.05,0.17,0.75
0.73,0.2,0.61,0.11,0.47,0.0,0.25,0.75
0.65,0.2,0.37,0.22,0.64,0.05,0.17,0.7
0.78,0.0,0.53,0.11,0.5,0.02,0.33,0.8
0.82,0.6,0.43,0.39,1.0,0.1,1.0,0.7
0.86,0.3,0.45,0.22,0.97,0.0,1.0,0.95
0.76,0.5,0.35,0.28,0.92,0.12,1.0,0.65
0.88,0.4,0.57,0.17,0.42,0.0,0.08,0.5
0.92,0.3,0.65,0.11,0.28,0.0,0.08,0.4
0.78,0.5,0.57,0.22,0.56,0.0,0.17,0.5
0.82,0.4,0.59,0.11,0.44,0.0,0.25,0.65
0.8,0.5,0.61,0.11,0.42,0.0,0.17,0.55
0.71,0.4,0.47,0.17,0.53,0.0,0.17,0.6
0.55,0.5,0.33,0.17,0.47,0.0,0.17,0.7
0.71,0.2,0.45,0.0,0.25,0.0,0.25,0.65
0.47,0.3,0.35,0.22,0.69,0.4,0.08,0.45
0.57,0.5,0.37,0.22,0.72,0.45,0.5,0.45
0.43,0.3,0.39,0.22,0.75,0.43,0.42,0.45
0.67,0.2,0.53,0.11,0.58,0.36,0.17,0.4
0.49,0.3,0.33,0.11,0.53,0.12,0.17,0.35
0.57,0.2,0.39,0.06,0.44,0.02,0.08,0.3
0.43,0.5,0.35,0.28,0.69,0.43,0.5,0.5
0.65,0.4,0.51,0.22,0.58,0.26,0.08,0.55
0.57,0.4,0.47,0.22,0.56,0.36,0.0,0.5
0.9,0.2,0.57,0.28,0.86,0.0,0.58,0.7
0.78,0.2,0.65,0.33,0.75,0.0,0.33,0.5
0.86,0.0,0.69,0.22,0.69,0.0,0.42,0.65
0.9,0.3,0.65,0.5,0.83,0.0,0.42,0.75
0.94,0.2,0.65,0.17,0.89,0.0,0.42,0.7
0.67,0.5,0.57,0.33,0.78,0.02,0.25,0.35
0.76,0.2,0.65,0.22,0.69,0.0,0.42,0.3
0.98,1.0,1.0,1.0,0.86,1.0,1.0,1.0
0.98,1.0,1.0,1.0,0.83,1.0,1.0,1.0
0.98,1.0,1.0,1.0,0.97,1.0,1.0,1.0
0.98,1.0,1.0,1.0,0.86,1.0,1.0,1.0
0.96,0.8,0.65,0.22,1.0,0.0,0.58,0.7
0.88,0.7,0.63,0.22,0.86,0.0,0.5,0.7
0.94,0.7,0.55,0.11,0.81,0.0,0.5,0.6
0.88,0.6,0.57,0.22,0.78,0.1,0.92,0.3
0.88,0.6,0.43,0.17,0.78,0.07,0.75,0.35
0.88,0.3,0.59,0.22,0.78,0.07,0.58,0.3
0.69,0.3,0.43,0.11,0.64,0.21,0.67,0.7
0.65,0.1,0.43,0.17,0.67,0.17,0.67,0.55
0.63,0.1,0.41,0.11,0.58,0.17,0.42,0.75
0.73,0.0,0.55,0.0,0.44,0.0,0.5,0.55
0.73,0.1,0.43,0.11,0.53,0.0,0.33,0.15
0.73,0.4,0.27,0.17,0.72,0.0,0.17,0.95
0.63,0.5,0.27,0.17,0.69,0.0,0.25,0.95
0.57,0.2,0.2,0.17,0.61,0.0,0.17,0.9
0.76,0.4,0.24,0.17,0.64,0.0,0.25,0.9
0.88,0.9,0.41,0.17,0.64,0.0,0.42,0.85
0.88,0.9,0.49,0.22,0.61,0.0,0.33,0.8
0.9,1.0,0.37,0.22,0.61,0.0,0.33,0.85
0.86,0.8,0.41,0.11,0.61,0.02,0.25,0.7
0.88,1.0,0.37,0.33,0.61,0.0,0.33,0.8
0.88,0.9,0.41,0.28,0.69,0.02,0.33,0.65
0.57,0.5,0.78,0.11,0.08,0.45,0.75,0.8
0.73,0.2,0.84,0.28,0.22,0.6,0.83,0.95
0.69,0.5,0.86,0.11,0.25,0.57,0.83,0.95
0.63,0.6,0.82,0.11,0.08,0.48,0.83,1.0
0.67,0.6,0.69,0.17,0.08,0.52,0.75,1.0
0.69,0.4,0.76,0.22,0.19,0.64,0.75,0.85
0.63,0.4,0.31,0.17,0.69,0.45,0.92,0.75
0.76,0.3,0.35,0.11,0.53,0.38,0.67,0.55
0.73,0.3,0.37,0.11,0.56,0.33,0.67,0.6
0.71,0.3,0.31,0.22,0.42,0.0,0.33,0.8
0.73,0.1,0.41,0.11,0.17,0.0,0.25,0.8
0.65,0.5,0.53,0.28,0.22,0.07,0.0,0.85
0.69,0.4,0.53,0.22,0.33,0.1,0.0,0.75
0.65,0.4,0.55,0.22,0.5,0.21,0.5,0.4
0.69,0.4,0.53,0.22,0.61,0.36,0.5,0.5
0.69,0.4,0.69,0.17,0.31,0.0,0.25,0.6
0.69,0.3,0.71,0.39,0.31,0.0,0.25,0.6
0.73,0.1,0.76,0.28,0.36,0.0,0.42,0.7
0.71,0.5,0.69,0.28,0.75,0.26,0.42,0.5
0.76,0.3,0.69,0.28,0.72,0.31,0.58,0.55
0.78,0.5,0.35,0.22,0.61,0.02,0.5,0.95
0.82,0.5,0.35,0.22,0.56,0.0,0.42,0.9
0.67,0.5,0.27,0.22,0.58,0.0,0.33,0.9
0.67,0.5,0.29,0.28,0.64,0.02,0.67,0.85
0.67,0.5,0.35,0.22,0.61,0.07,0.58,0.9
0.88,0.3,0.73,0.44,0.33,0.0,0.58,0.85
0.78,0.8,0.63,0.44,0.44,0.05,0.67,1.0
0.84,0.5,0.65,0.39,0.69,0.48,0.75,0.6
0.88,0.5,0.8,0.33,0.58,0.36,0.83,0.5
0.63,0.6,0.47,0.33,0.78,0.24,0.33,0.9
0.67,0.5,0.63,0.5,0.78,0.31,0.5,0.9
0.65,0.7,0.57,0.44,0.92,0.57,0.75,0.75
0.73,0.3,0.82,0.5,0.89,0.5,0.83,0.75
0.61,1.0,0.47,0.33,0.56,0.17,0.58,0.8
0.59,0.7,0.65,0.44,0.56,0.14,0.75,0.8
0.59,0.8,0.47,0.28,0.58,0.38,0.67,0.35
